Attr_id;Chapter_id;Chapter_name;Table_id;Table_name;Description
1207;11;Health & Family Welfare Services;11.5;Aids Leprosy and Tb Control Programmes In numbers;Male,Identified T.b Patients,T.b patients identified cured and death occured during 2019-20
1208;11;Health & Family Welfare Services;11.5;Aids Leprosy and Tb Control Programmes In numbers;Female,Identified T.b Patients,T.b patients identified cured and death occured during 2019-20
1209;11;Health & Family Welfare Services;11.5;Aids Leprosy and Tb Control Programmes In numbers;Total,Identified T.b Patients,T.b patients identified cured and death occured during 2019-20
1210;11;Health & Family Welfare Services;11.5;Aids Leprosy and Tb Control Programmes In numbers;Male,Cured T.b Patients,T.b patients identified cured and death occured during 2019-20
1211;11;Health & Family Welfare Services;11.5;Aids Leprosy and Tb Control Programmes In numbers;Female,Cured T.b Patients,T.b patients identified cured and death occured during 2019-20
1212;11;Health & Family Welfare Services;11.5;Aids Leprosy and Tb Control Programmes In numbers;Total,Cured T.b Patients,T.b patients identified cured and death occured during 2019-20
1213;11;Health & Family Welfare Services;11.5;Aids Leprosy and Tb Control Programmes In numbers;Male,T.b Patients Death Occured,T.b patients identified cured and death occured during 2019-20
1214;11;Health & Family Welfare Services;11.5;Aids Leprosy and Tb Control Programmes In numbers;Female,T.b Patients Death Occured,T.b patients identified cured and death occured during 2019-20
1215;11;Health & Family Welfare Services;11.5;Aids Leprosy and Tb Control Programmes In numbers;Total,T.b Patients Death Occured,T.b patients identified cured and death occured during 2019-20
1216;11;Health & Family Welfare Services;11.6;Different Health Facilities on 31-01-2020;F.r.u First Referral Units,as on 31-03-2020
1217;11;Health & Family Welfare Services;11.6;Different Health Facilities on 31-01-2020;No.of Vehicles,108 Ambulances,as on 31-03-2020
1218;11;Health & Family Welfare Services;11.6;Different Health Facilities on 31-01-2020;No.of Patients benefited,108 Ambulances,as on 31-03-2020
1219;11;Health & Family Welfare Services;11.6;Different Health Facilities on 31-01-2020;Nos,Number of working Hospitals
1220;11;Health & Family Welfare Services;11.6;Different Health Facilities on 31-01-2020;Delivaries occured in Hospitals during 2019-20,Number of working Hospitals
1221;11;Health & Family Welfare Services;11.6;Different Health Facilities on 31-01-2020;No. of Beneficiaries availed Janani Suraksha Yojana during 2019-20
1222;11;Health & Family Welfare Services;11.6;Different Health Facilities on 31-01-2020;No. of Beneficiaries received Madilu kit during 2019- 20
1223;11;Health & Family Welfare Services;11.6;Different Health Facilities on 31-01-2020;Maternal Death 2019-20
1224;12;Social Welfare;12.1;Scheduled Castes Students Hostels on 31-3-2020 In numbers;Nos,Boys Hostels,Government Pre-Matric
1225;12;Social Welfare;12.1;Scheduled Castes Students Hostels on 31-3-2020 In numbers;Students,Boys Hostels,Government Pre-Matric
1226;12;Social Welfare;12.1;Scheduled Castes Students Hostels on 31-3-2020 In numbers;Nos,Girls Hostels,Government Pre-Matric
1227;12;Social Welfare;12.1;Scheduled Castes Students Hostels on 31-3-2020 In numbers;Students,Girls Hostels,Government Pre-Matric
1228;12;Social Welfare;12.1;Scheduled Castes Students Hostels on 31-3-2020 In numbers;Nos,Total Hostels,Government Pre-Matric
1229;12;Social Welfare;12.1;Scheduled Castes Students Hostels on 31-3-2020 In numbers;Students,Total Hostels,Government Pre-Matric
1230;12;Social Welfare;12.1;Scheduled Castes Students Hostels on 31-3-2020 In numbers;Nos,Boys Hostels,Government Post-Matric
1231;12;Social Welfare;12.1;Scheduled Castes Students Hostels on 31-3-2020 In numbers;Students,Boys Hostels,Government Post-Matric
1232;12;Social Welfare;12.1;Scheduled Castes Students Hostels on 31-3-2020 In numbers;Nos,Girls Hostels,Government Post-Matric
1233;12;Social Welfare;12.1;Scheduled Castes Students Hostels on 31-3-2020 In numbers;Students,Girls Hostels,Government Post-Matric
1234;12;Social Welfare;12.1;Scheduled Castes Students Hostels on 31-3-2020 In numbers;Nos,Total Hostels,Government Post-Matric
1235;12;Social Welfare;12.1;Scheduled Castes Students Hostels on 31-3-2020 In numbers;Students,Total Hostels,Government Post-Matric
1236;12;Social Welfare;12.1;Scheduled Castes Students Hostels on 31-3-2020 In numbers;Nos,Boys Hostels,Aided Pre-Matric
1237;12;Social Welfare;12.1;Scheduled Castes Students Hostels on 31-3-2020 In numbers;Students,Boys Hostels,Aided Pre-Matric
1238;12;Social Welfare;12.1;Scheduled Castes Students Hostels on 31-3-2020 In numbers;Nos,Girls Hostels,Aided Pre-Matric
1239;12;Social Welfare;12.1;Scheduled Castes Students Hostels on 31-3-2020 In numbers;Students,Girls Hostels,Aided Pre-Matric
1240;12;Social Welfare;12.1;Scheduled Castes Students Hostels on 31-3-2020 In numbers;Nos,Total Hostels,Aided Pre-Matric
1241;12;Social Welfare;12.1;Scheduled Castes Students Hostels on 31-3-2020 In numbers;Students,Total Hostels,Aided Pre-Matric
1242;12;Social Welfare;12.1;Scheduled Castes Students Hostels on 31-3-2020 In numbers;Nos,Boys Hostels,Aided Post-Matric
1243;12;Social Welfare;12.1;Scheduled Castes Students Hostels on 31-3-2020 In numbers;Students,Boys Hostels,Aided Post-Matric
1244;12;Social Welfare;12.1;Scheduled Castes Students Hostels on 31-3-2020 In numbers;Nos,Girls Hostels,Aided Post-Matric
1245;12;Social Welfare;12.1;Scheduled Castes Students Hostels on 31-3-2020 In numbers;Students,Girls Hostels,Aided Post-Matric
1246;12;Social Welfare;12.1;Scheduled Castes Students Hostels on 31-3-2020 In numbers;Nos,Total Hostels,Aided Post-Matric
1247;12;Social Welfare;12.1;Scheduled Castes Students Hostels on 31-3-2020 In numbers;Students,Total Hostels,Aided Post-Matric
1248;12;Social Welfare;12.2;Scheduled Tribes Students Hostels on 31-3-2020 In numbers;Nos,Boys Hostels,Government Pre-Matric
1249;12;Social Welfare;12.2;Scheduled Tribes Students Hostels on 31-3-2020 In numbers;Students,Boys Hostels,Government Pre-Matric
1250;12;Social Welfare;12.2;Scheduled Tribes Students Hostels on 31-3-2020 In numbers;Nos,Girls Hostels,Government Pre-Matric
1251;12;Social Welfare;12.2;Scheduled Tribes Students Hostels on 31-3-2020 In numbers;Students,Girls Hostels,Government Pre-Matric
1252;12;Social Welfare;12.2;Scheduled Tribes Students Hostels on 31-3-2020 In numbers;Nos,Total Hostels,Government Pre-Matric
1253;12;Social Welfare;12.2;Scheduled Tribes Students Hostels on 31-3-2020 In numbers;Students,Total Hostels,Government Pre-Matric
1254;12;Social Welfare;12.2;Scheduled Tribes Student Hostels on 31-3-2020 In numbers;Nos,Boys Hostels,Government Post-Matric
1255;12;Social Welfare;12.2;Scheduled Tribes Student Hostels on 31-3-2020 In numbers;Students,Boys Hostels,Government Post-Matric
1256;12;Social Welfare;12.2;Scheduled Tribes Student Hostels on 31-3-2020 In numbers;Nos,Girls Hostels,Government Post-Matric
1257;12;Social Welfare;12.2;Scheduled Tribes Student Hostels on 31-3-2020 In numbers;Students,Girls Hostels,Government Post-Matric
1258;12;Social Welfare;12.2;Scheduled Tribes Student Hostels on 31-3-2020 In numbers;Nos,Total Hostels,Government Post-Matric
1259;12;Social Welfare;12.2;Scheduled Tribes Student Hostels on 31-3-2020 In numbers;Students,Total Hostels,Government Post-Matric
1260;12;Social Welfare;12.2;Scheduled Tribes Student Hostels on 31-3-2020 In numbers;Nos,Boys Hostels,Aided Pre-Matric
1261;12;Social Welfare;12.2;Scheduled Tribes Student Hostels on 31-3-2020 In numbers;Students,Boys Hostels,Aided Pre-Matric
1262;12;Social Welfare;12.2;Scheduled Tribes Student Hostels on 31-3-2020 In numbers;Nos,Girls Hostels,Aided Pre-Matric
1263;12;Social Welfare;12.2;Scheduled Tribes Student Hostels on 31-3-2020 In numbers;Students,Girls Hostels,Aided Pre-Matric
1264;12;Social Welfare;12.2;Scheduled Tribes Student Hostels on 31-3-2020 In numbers;Nos,Total Hostels,Aided Pre-Matric
1265;12;Social Welfare;12.2;Scheduled Tribes Student Hostels on 31-3-2020 In numbers;Students,Total Hostels,Aided Pre-Matric
1266;12;Social Welfare;12.3;Backward Class Student Hostels on 31-3-2020 In numbers;Nos,Boys Hostels,Aided Post-Matric
1267;12;Social Welfare;12.3;Backward Class Student Hostels on 31-3-2020 In numbers;Students,Boys Hostels,Aided Post-Matric
1268;12;Social Welfare;12.3;Backward Class Student Hostels on 31-3-2020 In numbers;Nos,Girls Hostels,Aided Post-Matric
1269;12;Social Welfare;12.3;Backward Class Student Hostels on 31-3-2020 In numbers;Students,Girls Hostels,Aided Post-Matric
1270;12;Social Welfare;12.3;Backward Class Student Hostels on 31-3-2020 In numbers;Nos,Total Hostels,Aided Post-Matric
1271;12;Social Welfare;12.3;Backward Class Student Hostels on 31-3-2020 In numbers;Students,Total Hostels,Aided Post-Matric
1272;12;Social Welfare;12.3;Backward Class Student Hostels on 31-3-2020 In numbers;Nos,Boys Hostels,Government Pre-Matric
1273;12;Social Welfare;12.3;Backward Class Student Hostels on 31-3-2020 In numbers;Students,Boys Hostels,Government Pre-Matric
1274;12;Social Welfare;12.3;Backward Class Student Hostels on 31-3-2020 In numbers;Nos,Girls Hostels,Government Pre-Matric
1275;12;Social Welfare;12.3;Backward Class Student Hostels on 31-3-2020 In numbers;Students,Girls Hostels,Government Pre-Matric
1276;12;Social Welfare;12.3;Backward Class Student Hostels on 31-3-2020 In numbers;Nos,Total Hostels,Government Pre-Matric
1277;12;Social Welfare;12.3;Backward Class Student Hostels on 31-3-2020 In numbers;Students,Total Hostels,Government Pre-Matric
1278;12;Social Welfare;12.3;Backward Class Student Hostels on 31-3-2020 In numbers;Nos,Boys Hostels,Government Post-Matric
1279;12;Social Welfare;12.3;Backward Class Student Hostels on 31-3-2020 In numbers;Students,Boys Hostels,Government Post-Matric
1280;12;Social Welfare;12.3;Backward Class Student Hostels on 31-3-2020 In numbers;Nos,Girls Hostels,Government Post-Matric
1281;12;Social Welfare;12.3;Backward Class Student Hostels on 31-3-2020 In numbers;Students,Girls Hostels,Government Post-Matric
1282;12;Social Welfare;12.3;Backward Class Student Hostels on 31-3-2020 In numbers;Nos,Total Hostels,Government Post-Matric
1283;12;Social Welfare;12.3;Backward Class Student Hostels on 31-3-2020 In numbers;Students,Total Hostels,Government Post-Matric
1284;12;Social Welfare;12.3;Backward Class Student Hostels on 31-3-2020 In numbers;Nos,Boys Hostels,Aided Pre-matric
1285;12;Social Welfare;12.3;Backward Class Student Hostels on 31-3-2020 In numbers;Students,Boys Hostels,Aided Pre-matric
1286;12;Social Welfare;12.3;Backward Class Student Hostels on 31-3-2020 In numbers;Nos,Girls Hostels,Aided Pre-matric
1287;12;Social Welfare;12.3;Backward Class Student Hostels on 31-3-2020 In numbers;Students,Girls Hostels,Aided Pre-matric
1288;12;Social Welfare;12.3;Backward Class Student Hostels on 31-3-2020 In numbers;Nos,Total Hostels,Aided Pre-matric
1289;12;Social Welfare;12.3;Backward Class Student Hostels on 31-3-2020 In numbers;Students,Total Hostels,Aided Pre-matric
1290;12;Social Welfare;12.3;Backward Class Student Hostels on 31-3-2020 In numbers;Nos,Boys Hostels,Aided Post-Matric
1291;12;Social Welfare;12.3;Backward Class Student Hostels on 31-3-2020 In numbers;Students,Boys Hostels,Aided Post-Matric
1292;12;Social Welfare;12.3;Backward Class Student Hostels on 31-3-2020 In numbers;Nos,Girls Hostels,Aided Post-Matric
1293;12;Social Welfare;12.3;Backward Class Student Hostels on 31-3-2020 In numbers;Students,Girls Hostels,Aided Post-Matric
1294;12;Social Welfare;12.3;Backward Class Student Hostels on 31-3-2020 In numbers;Nos,Total Hostels,Aided Post-Matric
1295;12;Social Welfare;12.3;Backward Class Student Hostels on 31-3-2020 In numbers;Students,Total Hostels,Aided Post-Matric
1296;12;Social Welfare;12.4;Ashrama Residential Student Hostels on 31-3-2020 In numbers;Nos,Scheduled Caste Ashrama Residential Schools
1297;12;Social Welfare;12.4;Ashrama Residential Student Hostels on 31-3-2020 In numbers;Students,Scheduled Caste Ashrama Residential Schools
1298;12;Social Welfare;12.4;Ashrama Residential Student Hostels on 31-3-2020 In numbers;Nos,Scheduled Tribes Ashrama Residential Schools
1299;12;Social Welfare;12.4;Ashrama Residential Student Hostels on 31-3-2020 In numbers;Students,Scheduled Tribes Ashrama Residential Schools
1300;12;Social Welfare;12.4;Ashrama Residential Student Hostels on 31-3-2020 In numbers;Nos,Backward Classes Ashrama Residential Schools
1301;12;Social Welfare;12.4;Ashrama Residential Student Hostels on 31-3-2020 In numbers;Students,Backward Classes Ashrama Residential Schools
1302;12;Social Welfare;12.5;Minorities Students Hostels on 31-3-2020 In numbers;Nos,Boys Hostels,Government Pre-Matric
1303;12;Social Welfare;12.5;Minorities Students Hostels on 31-3-2020 In numbers;Students,Boys Hostels,Government Pre-Matric
1304;12;Social Welfare;12.5;Minorities Students Hostels on 31-3-2020 In numbers;Nos,Girls Hostels,Government Pre-Matric
1305;12;Social Welfare;12.5;Minorities Students Hostels on 31-3-2020 In numbers;Students,Girls Hostels,Government Pre-Matric
1306;12;Social Welfare;12.5;Minorities Students Hostels on 31-3-2020 In numbers;Nos,Total Hostels,Government Pre-Matric
1307;12;Social Welfare;12.5;Minorities Students Hostels on 31-3-2020 In numbers;Students,Total Hostels,Government Pre-Matric
1308;12;Social Welfare;12.5;Minorities Student Hostels on 31-3-2020 In numbers;Nos,Boys Hostels,Government Post-Matric
1309;12;Social Welfare;12.5;Minorities Student Hostels on 31-3-2020 In numbers;Students,Boys Hostels,Government Post-Matric
1310;12;Social Welfare;12.5;Minorities Student Hostels on 31-3-2020 In numbers;Nos,Girls Hostels,Government Post-Matric
1311;12;Social Welfare;12.5;Minorities Student Hostels on 31-3-2020 In numbers;Students,Girls Hostels,Government Post-Matric
1312;12;Social Welfare;12.5;Minorities Student Hostels on 31-3-2020 In numbers;Nos,Total Hostels,Government Post-Matric
1313;12;Social Welfare;12.5;Minorities Student Hostels on 31-3-2020 In numbers;Students,Total Hostels,Government Post-Matric
1314;12;Social Welfare;12.5;Minorities Students Hostels on 31-3-2020 In numbers;Nos,Boys Hostels,Aided Pre-Matric
1315;12;Social Welfare;12.5;Minorities Students Hostels on 31-3-2020 In numbers;Students,Boys Hostels,Aided Pre-Matric
1316;12;Social Welfare;12.5;Minorities Students Hostels on 31-3-2020 In numbers;Nos,Girls Hostels,Aided Pre-Matric
1317;12;Social Welfare;12.5;Minorities Students Hostels on 31-3-2020 In numbers;Students,Girls Hostels,Aided Pre-Matric
1318;12;Social Welfare;12.5;Minorities Students Hostels on 31-3-2020 In numbers;Nos,Total Hostels,Aided Pre-Matric
1319;12;Social Welfare;12.5;Minorities Students Hostels on 31-3-2020 In numbers;Students,Total Hostels,Aided Pre-Matric
1320;12;Social Welfare;12.6;Scholarship availed by students in Primary and High Schools during 2019-20;Boys,Primary Schools 1-8th Standard,Scheduled Castes students
1321;12;Social Welfare;12.6;Scholarship availed by students in Primary and High Schools during 2019-20;Girls,Primary Schools 1-8th Standard,Scheduled Castes students
1322;12;Social Welfare;12.6;Scholarship availed by students in Primary and High Schools during 2019-20;Total,Primary Schools 1-8th Standard,Scheduled Castes students
1323;12;Social Welfare;12.6;Scholarship availed by students in Primary and High Schools during 2019-20;Boys,High School 9-10th Standard,Scheduled Castes students
1324;12;Social Welfare;12.6;Scholarship availed by students in Primary and High Schools during 2019-20;Girls,High School 9-10th Standard,Scheduled Castes students
1325;12;Social Welfare;12.6;Scholarship availed by students in Primary and High Schools during 2019-20;Total,High School 9-10th Standard,Scheduled Castes students
1326;12;Social Welfare;12.6;Scholarship availed by Students in Primary and High Schools during 2019-20;Boys,Primary Schools 1-8th Standard,Scheduled Tribes students
1327;12;Social Welfare;12.6;Scholarship availed by Students in Primary and High Schools during 2019-20;Girls,Primary Schools 1-8th Standard,Scheduled Tribes students
1328;12;Social Welfare;12.6;Scholarship availed by Students in Primary and High Schools during 2019-20;Total,Primary Schools 1-8th Standard,Scheduled Tribes students
1329;12;Social Welfare;12.6;Scholarship availed by Students in Primary and High Schools during 2019-20;Boys,High School 9-10th Standard,Scheduled Tribes students
1330;12;Social Welfare;12.6;Scholarship availed by Students in Primary and High Schools during 2019-20;Girls,High School 9-10th Standard,Scheduled Tribes students
1331;12;Social Welfare;12.6;Scholarship availed by Students in Primary and High Schools during 2019-20;Total,High School 9-10th Standard,Scheduled Tribes students
1332;12;Social Welfare;12.6;Scholarship availed by Students in Primary and High Schools during 2019-20;Boys,Primary Schools 1-8th Standard,Backward Classes students
1333;12;Social Welfare;12.6;Scholarship availed by Students in Primary and High Schools during 2019-20;Girls,Primary Schools 1-8th Standard,Backward Classes students
1334;12;Social Welfare;12.6;Scholarship availed by Students in Primary and High Schools during 2019-20;Total,Primary Schools 1-8th Standard,Backward Classes students
1335;12;Social Welfare;12.6;Scholarship availed by Students in Primary and High Schools during 2019-20;Boys,High School 9-10th Standard,Backward Classes students
1336;12;Social Welfare;12.6;Scholarship availed by Students in Primary and High Schools during 2019-20;Girls,High School 9-10th Standard,Backward Classes students
1337;12;Social Welfare;12.6;Scholarship availed by Students in Primary and High Schools during 2019-20;Total,High School 9-10th Standard,Backward Classes students
1338;12;Social Welfare;12.6;Scholarship availed by Students of 1-10th Standard during 2019-20;Boys,1-10th Standard,Minorities
1339;12;Social Welfare;12.6;Scholarship availed by Students of 1-10th Standard during 2019-20;Girls,1-10th Standard,Minorities
1340;12;Social Welfare;12.6;Scholarship availed by Students of 1-10th Standard during 2019-20;Total,1-10th Standard,Minorities
1341;13;Women & Child Development;13.1;Stree Shakthi self help groups members till 31-03-2020;No. Of Stree Shakti Self Help Groups
1342;13;Women & Child Development;13.1;Stree Shakthi self help groups members till 31-03-2020;% of Self help groups to state total
1343;13;Women & Child Development;13.1;Stree Shakthi self help groups members till 31-03-2020;No. of Sc Women,Self Help Group Members
1344;13;Women & Child Development;13.1;Stree Shakthi self help groups members till 31-03-2020;No. of St Women,Self Help Group Members
1345;13;Women & Child Development;13.1;Stree Shakthi self help groups members till 31-03-2020;No. of other Women,Self Help Group Members
1346;13;Women & Child Development;13.1;Stree Shakthi self help groups members till 31-03-2020;Total No. of member,Self Help Group Members
1347;13;Women & Child Development;13.2;Loan and revolving fund availed from the Bank and Government since inception to 31-3-2020;Total of Accumulated savings Rs. In Crores
1348;13;Women & Child Development;13.2;Loan and revolving fund availed from the Bank and Government since inception to 31-3-2020;No. of SHGs availed Loan from Banks,Self Help Groups
1349;13;Women & Child Development;13.2;Loan and revolving fund availed from the Bank and Government since inception to 31-3-2020;Total Loan availed from Banks Rs. In Crores,Self Help Groups
1350;13;Women & Child Development;13.2;Loan and revolving fund availed from the Bank and Government since inception to 31-3-2020;Revolving Funds received from Govt Rs. In Crores,Self Help Groups
1351;13;Women & Child Development;13.3;Beneficiaries under Bhagyalakshmi Scheme on 31-3-2020 In Numbers;Current Year,No. Of beneficiaries under Bhagyalakshmi Scheme
1352;13;Women & Child Development;13.3;Beneficiaries under Bhagyalakshmi Scheme on 31-3-2020 In Numbers;Cumulative,No. Of beneficiaries under Bhagyalakshmi Scheme
1353;13;Women & Child Development;13.3;Beneficiaries under Bhagyalakshmi Scheme on 31-3-2020 In Numbers;% of Bhagyalakshmi scheme beneficiaries to state total
1354;13;Women & Child Development;13.3;Beneficiaries under Bhagyalakshmi Scheme on 31-3-2020 In Numbers;Current Year,No. Of Lic Bonds distributed
1355;13;Women & Child Development;13.3;Beneficiaries under Bhagyalakshmi Scheme on 31-3-2020 In Numbers;Cumulative,No. Of Lic Bonds distributed
1356;13;Women & Child Development;13.4;No. of Anganawadi Centres as on 31-3-2020;Own Building,Anganawadi Centres
1357;13;Women & Child Development;13.4;No. of Anganawadi Centres as on 31-3-2020;School Building,Anganawadi Centres
1358;13;Women & Child Development;13.4;No. of Anganawadi Centres as on 31-3-2020;Other,Anganawadi Centres
1359;13;Women & Child Development;13.4;No. of Anganawadi Centres as on 31-3-2020;Total,Anganawadi Centres
1360;13;Women & Child Development;13.4;No. of Anganawadi Centres as on 31-3-2020;% of Anganawadis having Own Buildings,Anganawadi Centres
1361;13;Women & Child Development;13.5;No. of Anganawadi Teachers Workers and Supplementary Nutrition Programme on 31-3-2020;0-3 Years,No. of Beneficiaries under Supplementary Nutrition Programme
1362;13;Women & Child Development;13.5;No. of Anganawadi Teachers Workers and Supplementary Nutrition Programme on 31-3-2020;3-6 Years,No. of Beneficiaries under Supplementary Nutrition Programme
1363;13;Women & Child Development;13.5;No. of Anganawadi Teachers Workers and Supplementary Nutrition Programme on 31-3-2020;Pregnant Women,No. of Beneficiaries under Supplementary Nutrition Programme
1364;13;Women & Child Development;13.5;No. of Anganawadi Teachers Workers and Supplementary Nutrition Programme on 31-3-2020;Lactating Women,No. of Beneficiaries under Supplementary Nutrition Programme
1365;13;Women & Child Development;13.5;No. of Anganawadi Teachers Workers and Supplementary Nutrition Programme on 31-3-2020;Adolescent Girls,No. of Beneficiaries under Supplementary Nutrition Programme
1366;13;Women & Child Development;13.5;No. of Anganawadi Teachers Workers and Supplementary Nutrition Programme on 31-3-2020;Total,No. of Beneficiaries under Supplementary Nutrition Programme
1367;13;Women & Child Development;13.5;No. of Anganawadi Teachers Workers and Supplementary Nutrition Programme on 31-3-2020;No. of Anganawadi Teachers
1368;13;Women & Child Development;13.5;No. of Anganawadi Teachers Workers and Supplementary Nutrition Programme on 31-3-2020;No. of Anganawadi Workers / Assistants
1369;13;Women & Child Development;13.6;Malnourished Children and Destitute Children Protected;Total No. of Children in Anganwadi,Malnourished Children
1370;13;Women & Child Development;13.6;Malnourished Children and Destitute Children Protected;Normal Children,Malnourished Children
1371;13;Women & Child Development;13.6;Malnourished Children and Destitute Children Protected;Moderately Malnourished,Malnourished Children
1372;13;Women & Child Development;13.6;Malnourished Children and Destitute Children Protected;Severely Malnourished,Malnourished Children
1373;13;Women & Child Development;13.6;Malnourished Children and Destitute Children Protected;Nos,Creches
1374;13;Women & Child Development;13.6;Malnourished Children and Destitute Children Protected;Children,Creches
1375;13;Women & Child Development;13.6;Malnourished Children and Destitute Children Protected;Destitute Children Protected
1376;14;Rural Development and Panchayat Raj;14.1;Skill Development and Self Employment at the end of 31-03-2020 Cumulative;Ddu-gky,Nrlm National Rural Livelihood Mission
1377;14;Rural Development and Panchayat Raj;14.1;Skill Development and Self Employment at the end of 31-03-2020 Cumulative;Cif Community Investment Fund to groups,Nrlm National Rural Livelihood Mission
1378;14;Rural Development and Panchayat Raj;14.1;Skill Development and Self Employment at the end of 31-03-2020 Cumulative;Employment through skill training placement Estp,Employment through Skill Training Placement Estp
1379;14;Rural Development and Panchayat Raj;14.1;Skill Development and Self Employment at the end of 31-03-2020 Cumulative;Persons Skilled,Self Employment Programme,Employment through Skill Training Placement Estp
1380;14;Rural Development and Panchayat Raj;14.1;Skill Development and Self Employment at the end of 31-03-2020 Cumulative;Groups Skilled,Self Employment Programme,Employment through Skill Training Placement Estp
1381;14;Rural Development and Panchayat Raj;14.1;Skill Development and Self Employment at the end of 31-03-2020 Cumulative;Chief Minister Kaushalya Karnataka Yojane Cmkky,Ksdc Karnataka Skill Development Corporation
1382;14;Rural Development and Panchayat Raj;14.1;Skill Development and Self Employment at the end of 31-03-2020 Cumulative;Women Groups,Ksdc Karnataka Skill Development Corporation
1383;14;Rural Development and Panchayat Raj;14.2;Swachh Bharat Mission Rural;2019-20 Constructed during 2019-20,Individual Household Toilets
1384;14;Rural Development and Panchayat Raj;14.2;Swachh Bharat Mission Rural;Constructed on 31-03-2020 Cumulative,Individual Household Toilets
1385;14;Rural Development and Panchayat Raj;14.2;Swachh Bharat Mission Rural;Constructed during 2019-20,Community Toilets
1386;14;Rural Development and Panchayat Raj;14.2;Swachh Bharat Mission Rural;Constructed on 31-03-2020 Cumulative,Community Toilets
1387;14;Rural Development and Panchayat Raj;14.2;Swachh Bharat Mission Rural;Constructed during 2019-20,Solid and Liquid Waste Disposal
1388;14;Rural Development and Panchayat Raj;14.2;Swachh Bharat Mission Rural;Constructed on 31-03-2020 Cumulative,Solid and Liquid Waste Disposal
1389;14;Rural Development and Panchayat Raj;14.3;Phisical Progress under Mahathma Gandhi National Rural Employment Guarantee Act Mgnrega during 2019-20;No. of Registered and Distributed Job Cards
1390;14;Rural Development and Panchayat Raj;14.3;Phisical Progress under Mahathma Gandhi National Rural Employment Guarantee Act Mgnrega during 2019-20;No. of Householdsdemanded Employment
1391;14;Rural Development and Panchayat Raj;14.3;Phisical Progress under Mahathma Gandhi National Rural Employment Guarantee Act Mgnrega during 2019-20;Number of Households Provided employement
1392;14;Rural Development and Panchayat Raj;14.3;Phisical Progress under Mahathma Gandhi National Rural Employment Guarantee Act Mgnrega during 2019-20;Male,Man days Generated In Lakhs
1393;14;Rural Development and Panchayat Raj;14.3;Phisical Progress under Mahathma Gandhi National Rural Employment Guarantee Act Mgnrega during 2019-20;Female,Man days Generated In Lakhs
1394;14;Rural Development and Panchayat Raj;14.3;Phisical Progress under Mahathma Gandhi National Rural Employment Guarantee Act Mgnrega during 2019-20;Total,Man days Generated In Lakhs
1395;14;Rural Development and Panchayat Raj;14.3;Phisical Progress under Mahathma Gandhi National Rural Employment Guarantee Act Mgnrega during 2019-20;Number of Households Completed 100 days of employment
1396;14;Rural Development and Panchayat Raj;14.4;Habitations Having drinking water facility on 31-3-2020;Total Number of Habitations
1397;14;Rural Development and Panchayat Raj;14.4;Habitations Having drinking water facility on 31-3-2020;>0 - <25%,No. of Habitations having drinking water facilities
1398;14;Rural Development and Panchayat Raj;14.4;Habitations Having drinking water facility on 31-3-2020;>25 - <50%,No. of Habitations having drinking water facilities
1399;14;Rural Development and Panchayat Raj;14.4;Habitations Having drinking water facility on 31-3-2020;>50 - <75%,No. of Habitations having drinking water facilities
1400;14;Rural Development and Panchayat Raj;14.4;Habitations Having drinking water facility on 31-3-2020;>75 - <100%,No. of Habitations having drinking water facilities
1401;14;Rural Development and Panchayat Raj;14.4;Habitations Having drinking water facility on 31-3-2020;>100%,No. of Habitations having drinking water facilities
1402;14;Rural Development and Panchayat Raj;14.4;Habitations Having drinking water facility on 31-3-2020;% of habitations having more than 50 Lpcd
1403;14;Rural Development and Panchayat Raj;14.5;Drinking Water Supply Facilities on 31-03-2020;Borewells drilled in 2019-20,Bore Wells drilled
1404;14;Rural Development and Panchayat Raj;14.5;Drinking Water Supply Facilities on 31-03-2020;Total Borewells on 31-3-2020,Bore Wells drilled
1405;14;Rural Development and Panchayat Raj;14.5;Drinking Water Supply Facilities on 31-03-2020;Schemes of 2019-20,Piped Water Supply Schemes
1406;14;Rural Development and Panchayat Raj;14.5;Drinking Water Supply Facilities on 31-03-2020;Total Pwss,Piped Water Supply Schemes
1407;14;Rural Development and Panchayat Raj;14.5;Drinking Water Supply Facilities on 31-03-2020;Schemes Commissioned during 2019-20,Mini Water Supply Schemes
1408;14;Rural Development and Panchayat Raj;14.5;Drinking Water Supply Facilities on 31-03-2020;Total Mwss,Mini Water Supply Schemes
1409;15;Housing;15.1;2011 Census Houses and their uses;Tota No. of Census Houses,Census Houses
1410;15;Housing;15.1;2011 Census Houses and their uses;No. of vacanthouses %,Census Houses
1411;15;Housing;15.1;2011 Census Houses and their uses;No. of Occupied houses %,Census Houses
1412;15;Housing;15.1;2011 Census Houses and their uses;Residence %,Occupied Census
1413;15;Housing;15.1;2011 Census Houses and their uses;Residence cum other use %,Occupied Census
1414;15;Housing;15.1;2011 Census Houses and their uses;Shop Office %,Occupied Census
1415;15;Housing;15.1;2011 Census Houses and their uses;School College %,Occupied Census
1416;15;Housing;15.2;Households by Source of Lighting per 2011 Census in Percentage;Total No. of households
1417;15;Housing;15.2;Households by Source of Lighting per 2011 Census in Percentage;Electricity %
1418;15;Housing;15.2;Households by Source of Lighting per 2011 Census in Percentage;Kerosene %
1419;15;Housing;15.2;Households by Source of Lighting per 2011 Census in Percentage;Solar Energy %
